evento_id,data,contexto,uf,ano,turno,vencedor,partido,incumbente,poll_lead_pp,outcome_real,probabilidade_prior,outcome_framing
br2014_2014-10-21_datafolha_dilma,2014-10-21,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Datafolha, 2014-10-21)",BR,2014,2,Dilma Rousseff,PT,1,4.0,1,0.55,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Datafolha, 2014-10-21)"
br2014_2014-10-21_datafolha_aecio,2014-10-21,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Datafolha, 2014-10-21)",BR,2014,2,Dilma Rousseff,PSDB,0,-4.0,0,0.45,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Datafolha, 2014-10-21)"
br2014_2014-10-20_datafolha_dilma,2014-10-20,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Datafolha, 2014-10-20)",BR,2014,2,Dilma Rousseff,PT,1,3.0,1,0.537,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Datafolha, 2014-10-20)"
br2014_2014-10-20_datafolha_aecio,2014-10-20,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Datafolha, 2014-10-20)",BR,2014,2,Dilma Rousseff,PSDB,0,-3.0,0,0.463,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Datafolha, 2014-10-20)"
br2014_2014-10-18_voxpopuli_dilma,2014-10-18,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Vox Populi, 2014-10-18)",BR,2014,2,Dilma Rousseff,PT,1,3.0,1,0.537,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Vox Populi, 2014-10-18)"
br2014_2014-10-18_voxpopuli_aecio,2014-10-18,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Vox Populi, 2014-10-18)",BR,2014,2,Dilma Rousseff,PSDB,0,-3.0,0,0.463,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Vox Populi, 2014-10-18)"
br2014_2014-10-18_cntmda_dilma,2014-10-18,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (CNT/MDA, 2014-10-18)",BR,2014,2,Dilma Rousseff,PT,1,1.0,1,0.512,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (CNT/MDA, 2014-10-18)"
br2014_2014-10-18_cntmda_aecio,2014-10-18,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (CNT/MDA, 2014-10-18)",BR,2014,2,Dilma Rousseff,PSDB,0,-1.0,0,0.487,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (CNT/MDA, 2014-10-18)"
br2014_2014-10-14_datafolha_dilma,2014-10-14,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Datafolha, 2014-10-14)",BR,2014,2,Dilma Rousseff,PT,1,-2.0,1,0.475,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Datafolha, 2014-10-14)"
br2014_2014-10-14_datafolha_aecio,2014-10-14,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Datafolha, 2014-10-14)",BR,2014,2,Dilma Rousseff,PSDB,0,2.0,0,0.525,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Datafolha, 2014-10-14)"
br2014_2014-10-12_ibope_dilma,2014-10-12,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Ibope, 2014-10-12)",BR,2014,2,Dilma Rousseff,PT,1,-2.0,1,0.475,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Ibope, 2014-10-12)"
br2014_2014-10-12_ibope_aecio,2014-10-12,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Ibope, 2014-10-12)",BR,2014,2,Dilma Rousseff,PSDB,0,2.0,0,0.525,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Ibope, 2014-10-12)"
br2014_2014-10-11_voxpopuli_dilma,2014-10-11,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Vox Populi, 2014-10-11)",BR,2014,2,Dilma Rousseff,PT,1,1.0,1,0.512,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Vox Populi, 2014-10-11)"
br2014_2014-10-11_voxpopuli_aecio,2014-10-11,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Vox Populi, 2014-10-11)",BR,2014,2,Dilma Rousseff,PSDB,0,-1.0,0,0.487,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Vox Populi, 2014-10-11)"
br2014_2014-10-08_datafolha_dilma,2014-10-08,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Datafolha, 2014-10-08)",BR,2014,2,Dilma Rousseff,PT,1,-2.0,1,0.475,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Datafolha, 2014-10-08)"
br2014_2014-10-08_datafolha_aecio,2014-10-08,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Datafolha, 2014-10-08)",BR,2014,2,Dilma Rousseff,PSDB,0,2.0,0,0.525,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Datafolha, 2014-10-08)"
br2014_2014-10-07_ibope_dilma,2014-10-07,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Ibope, 2014-10-07)",BR,2014,2,Dilma Rousseff,PT,1,-2.0,1,0.475,"Dilma Rousseff (PT) vs Aecio Neves (PSDB) runoff Brasil 2014 (Ibope, 2014-10-07)"
br2014_2014-10-07_ibope_aecio,2014-10-07,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Ibope, 2014-10-07)",BR,2014,2,Dilma Rousseff,PSDB,0,2.0,0,0.525,"Aecio Neves (PSDB) vs Dilma Rousseff (PT) runoff Brasil 2014 (Ibope, 2014-10-07)"
