evento_id,data,contexto,uf,ano,turno,vencedor,partido,incumbente,poll_lead_pp,outcome_real,probabilidade_prior,outcome_framing
tr2023_2023-05-25_orc_w,2023-05-25,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (ORC, 2023-05-25)",TR,2023,2,Recep Tayyip Erdogan,AKP,1,-1.6,1,0.48,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (ORC, 2023-05-25)"
tr2023_2023-05-25_orc_l,2023-05-25,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (ORC, 2023-05-25)",TR,2023,2,Recep Tayyip Erdogan,CHP,0,1.6,0,0.52,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (ORC, 2023-05-25)"
tr2023_2023-05-25_area_w,2023-05-25,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (Area, 2023-05-25)",TR,2023,2,Recep Tayyip Erdogan,AKP,1,-1.2,1,0.485,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (Area, 2023-05-25)"
tr2023_2023-05-25_area_l,2023-05-25,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (Area, 2023-05-25)",TR,2023,2,Recep Tayyip Erdogan,CHP,0,1.2,0,0.515,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (Area, 2023-05-25)"
tr2023_2023-05-22_zdemir_w,2023-05-22,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (Özdemir, 2023-05-22)",TR,2023,2,Recep Tayyip Erdogan,AKP,1,8.2,1,0.603,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (Özdemir, 2023-05-22)"
tr2023_2023-05-22_zdemir_l,2023-05-22,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (Özdemir, 2023-05-22)",TR,2023,2,Recep Tayyip Erdogan,CHP,0,-8.2,0,0.397,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (Özdemir, 2023-05-22)"
tr2023_2023-05-21_konda_w,2023-05-21,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (KONDA, 2023-05-21)",TR,2023,2,Recep Tayyip Erdogan,AKP,1,5.4,1,0.568,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (KONDA, 2023-05-21)"
tr2023_2023-05-21_konda_l,2023-05-21,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (KONDA, 2023-05-21)",TR,2023,2,Recep Tayyip Erdogan,CHP,0,-5.4,0,0.432,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (KONDA, 2023-05-21)"
tr2023_2023-05-21_areda_w,2023-05-21,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (Areda, 2023-05-21)",TR,2023,2,Recep Tayyip Erdogan,AKP,1,4.8,1,0.56,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (Areda, 2023-05-21)"
tr2023_2023-05-21_areda_l,2023-05-21,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (Areda, 2023-05-21)",TR,2023,2,Recep Tayyip Erdogan,CHP,0,-4.8,0,0.44,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (Areda, 2023-05-21)"
tr2023_2023-05-15_tag_w,2023-05-15,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (TAG, 2023-05-15)",TR,2023,2,Recep Tayyip Erdogan,AKP,1,3.2,1,0.54,"Recep Tayyip Erdogan (AKP) vs Kemal Kilicdaroglu (CHP) in 2023 Turkish presidential runoff (TAG, 2023-05-15)"
tr2023_2023-05-15_tag_l,2023-05-15,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (TAG, 2023-05-15)",TR,2023,2,Recep Tayyip Erdogan,CHP,0,-3.2,0,0.46,"Kemal Kilicdaroglu (CHP) vs Recep Tayyip Erdogan (AKP) in 2023 Turkish presidential runoff (TAG, 2023-05-15)"
