evento_id,data,contexto,uf,ano,turno,vencedor,partido,incumbente,poll_lead_pp,outcome_real,probabilidade_prior,outcome_framing
ar2023_2023-10-23_inteligenciaan_milei,2023-10-23,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (Inteligencia Analitica, 2023-10-23)",AR,2023,2,Javier Milei,LLA,0,0.2,1,0.502,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (Inteligencia Analitica, 2023-10-23)"
ar2023_2023-10-23_inteligenciaan_massa,2023-10-23,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (Inteligencia Analitica, 2023-10-23)",AR,2023,2,Javier Milei,UP,1,-0.2,0,0.498,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (Inteligencia Analitica, 2023-10-23)"
ar2023_2023-10-23_analogias_milei,2023-10-23,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (Analogias, 2023-10-23)",AR,2023,2,Javier Milei,LLA,0,-8.5,1,0.394,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (Analogias, 2023-10-23)"
ar2023_2023-10-23_analogias_massa,2023-10-23,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (Analogias, 2023-10-23)",AR,2023,2,Javier Milei,UP,1,8.5,0,0.606,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (Analogias, 2023-10-23)"
ar2023_2023-10-23_proyeccin_milei,2023-10-23,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (Proyección, 2023-10-23)",AR,2023,2,Javier Milei,LLA,0,-12.1,1,0.349,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (Proyección, 2023-10-23)"
ar2023_2023-10-23_proyeccin_massa,2023-10-23,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (Proyección, 2023-10-23)",AR,2023,2,Javier Milei,UP,1,12.1,0,0.651,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (Proyección, 2023-10-23)"
ar2023_2023-10-23_446_milei,2023-10-23,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (44.6%, 2023-10-23)",AR,2023,2,Javier Milei,LLA,0,3.4,1,0.542,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (44.6%, 2023-10-23)"
ar2023_2023-10-23_446_massa,2023-10-23,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (44.6%, 2023-10-23)",AR,2023,2,Javier Milei,UP,1,-3.4,0,0.458,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (44.6%, 2023-10-23)"
ar2023_2023-10-23_cb_milei,2023-10-23,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (CB, 2023-10-23)",AR,2023,2,Javier Milei,LLA,0,1.2,1,0.515,"Javier Milei (LLA) vs Sergio Massa (UP) runoff in Argentina (CB, 2023-10-23)"
ar2023_2023-10-23_cb_massa,2023-10-23,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (CB, 2023-10-23)",AR,2023,2,Javier Milei,UP,1,-1.2,0,0.485,"Sergio Massa (UP) vs Javier Milei (LLA) runoff in Argentina (CB, 2023-10-23)"
